location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_knee_pain,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45043,2022-03-31,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15823,222,1,34000,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,6,-8,,-6,3,2.28,6.54,7.37,5.29,16.81,3.84,7.47,6.85,2.18,4.25,4.25,5.92,4.77,,3.63,1.97,,3.11,,10.69,4.05,5.5,2.49,5.08,4.36,3.32,10.59,4.88,2.18,2.7,4.88,5.29,3.01,2.59,3.42,9.03,3.84,3.84,3.01,2.59,12.24,1.76,23.04,7.06,3.74,8.4,2.8,3.63,4.36,5.5,3.63,2.28,6.23,43.9,,2.8,,,2.18,2.28,4.88,7.06,2.59,1.87,1.76,41.92,7.89,5.4,5.6,2.91,4.15,2.59,1.87,20.777778,18.833333,23.234568,0.254,17.729167,83.102437
US_SC_45043,2022-04-01,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15823,222,1,34001,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,21,-3,104,0,-1,1.98,5.07,6.06,3.86,12.34,2.98,7.05,6.39,2.31,1.87,3.31,5.4,1.98,3.97,2.65,2.31,1.87,3.09,,8.6,3.42,6.17,3.09,2.87,3.09,1.76,12.12,3.86,1.98,2.42,3.53,4.52,2.87,2.75,7.16,6.83,1.87,3.53,3.64,4.52,11.24,4.19,18.85,7.05,2.75,8.82,,3.09,2.75,4.52,2.09,2.65,5.18,41.44,,,,,2.09,2.2,4.08,7.27,,1.87,2.31,16.42,6.28,6.28,4.41,2.42,1.98,3.09,,20.018519,14.833333,25.092593,0.798286,10.006944,52.731999
US_SC_45043,2022-04-02,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15823,222,0,34001,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,22,8,83,0,0,,5.4,7.24,4.66,17.91,,7.97,5.27,,2.7,2.58,5.89,4.42,,4.05,1.84,,2.82,,9.57,2.82,6.38,2.7,2.82,2.82,2.94,10.67,5.89,,2.58,4.05,4.54,4.05,4.05,6.01,9.2,3.68,3.8,3.31,3.8,8.1,1.96,15.58,5.27,3.56,7.85,,,3.31,2.7,2.33,3.68,5.15,39.37,,,,,3.8,,5.15,6.13,2.82,2.08,,9.81,8.22,5.76,4.91,2.58,4.91,2.58,2.08,13.660494,8.092593,21.648148,0.0,5.798611,59.840711
US_SC_45043,2022-04-03,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15823,222,0,34001,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,30,8,,-2,0,2.85,4.08,7.06,5.08,17.95,2.6,6.68,6.93,2.1,2.97,2.85,3.59,3.59,1.86,2.85,,,2.23,,8.91,4.33,6.31,3.59,3.71,4.83,3.22,7.8,4.7,,1.73,5.08,4.33,2.72,2.23,4.46,8.05,4.58,4.95,2.23,3.84,10.52,,21.04,6.68,3.47,9.41,1.86,2.97,3.59,5.2,1.98,1.98,5.2,42.46,,2.85,,1.98,2.48,,3.71,8.79,1.86,2.97,2.23,5.82,7.67,5.45,4.33,3.84,3.22,2.97,,15.858025,9.04321,23.345679,0.0,7.534722,58.064759
US_SC_45043,2022-04-04,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15823,222,0,34001,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,23,2,,-7,2,2.38,4.53,7.45,6.26,16.41,4.1,8.85,8.74,3.89,4.43,2.27,7.45,4.53,3.35,4.1,,,3.56,,9.82,3.99,6.58,3.78,1.51,3.99,2.48,10.04,6.37,1.62,2.38,3.56,5.83,3.35,2.7,5.18,4.75,4.32,3.24,3.13,3.13,7.77,3.56,23.86,6.69,3.78,6.26,3.89,2.38,5.51,4.43,2.48,4.53,7.67,47.18,1.62,3.13,1.83,,2.38,1.94,6.26,6.48,2.38,2.27,,3.46,6.04,4.1,5.29,1.73,3.46,3.78,3.13,14.061728,7.808642,21.376543,0.0,6.416667,61.068662
US_SC_45043,2022-04-05,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,10,2,15833,224,1,34002,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,12,-5,66,-9,4,2.15,5.38,7.43,4.31,14.75,3.12,7.32,5.49,2.26,2.91,2.05,8.51,3.98,2.15,3.34,2.69,,3.02,,11.31,4.63,6.78,4.42,2.37,2.48,4.2,13.89,3.55,,3.34,4.09,5.71,2.05,1.83,4.63,4.42,3.45,4.09,2.15,2.37,11.85,1.94,22.07,7.11,2.69,8.51,3.02,4.2,5.28,4.85,3.23,3.66,5.6,43.61,,1.94,1.51,2.26,3.45,1.51,4.63,6.35,2.48,2.37,2.05,5.38,6.25,7.54,5.49,2.69,3.12,4.31,2.58,17.481481,10.351852,23.882716,1.397,14.152778,81.750523
US_SC_45043,2022-04-06,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15833,224,0,34002,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,18,-1,73,-2,3,2.49,6.05,7.03,4.65,14.92,3.13,7.57,7.67,2.16,4.0,1.62,7.67,5.19,1.84,5.19,,3.13,2.49,,9.84,5.4,6.16,3.35,3.24,3.67,3.78,11.78,5.3,,3.46,4.43,4.86,1.95,1.84,3.78,5.62,3.89,3.24,3.13,2.92,10.48,,24.43,6.59,3.13,7.67,2.49,4.54,4.65,6.05,2.27,2.27,5.08,42.48,2.38,2.38,,2.59,3.03,3.67,5.4,8.21,,1.62,1.73,5.84,4.65,6.7,7.46,2.05,4.11,3.89,1.73,20.17284,16.154321,25.567901,17.3355,18.222222,88.739453
US_SC_45043,2022-04-07,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15833,224,29,34031,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,14,-3,,-4,2,2.06,5.85,7.15,5.09,12.78,2.71,6.39,8.34,3.36,3.68,1.73,6.17,2.71,2.92,4.22,1.84,2.06,2.6,1.84,9.2,4.76,6.06,3.14,2.92,4.76,2.27,12.02,4.76,1.62,4.01,4.11,5.41,2.06,2.17,4.44,6.71,2.38,2.27,2.6,2.49,9.74,2.17,22.74,6.6,3.36,8.66,1.52,3.14,3.9,3.46,2.17,3.03,6.17,41.79,1.95,2.6,1.84,,3.14,2.49,4.66,8.66,2.6,,1.62,5.3,7.79,6.28,5.41,2.49,2.81,2.81,,20.703704,17.660494,26.006173,31.9405,18.625,88.08663
US_SC_45043,2022-04-08,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15833,224,0,34031,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,19,-1,64,-1,0,2.07,5.17,4.83,4.71,14.83,3.33,6.21,7.13,2.87,3.1,2.76,7.13,3.68,,3.1,2.53,1.72,2.07,1.61,9.43,4.83,6.44,3.22,3.91,4.25,2.41,11.15,4.94,3.1,2.64,2.64,5.06,2.64,1.95,5.75,4.6,3.45,4.25,3.1,3.1,11.27,2.41,23.22,7.01,3.22,8.28,,4.83,4.83,4.48,,1.61,6.21,43.34,2.18,,,,2.18,2.3,3.91,6.21,,2.41,2.18,4.02,5.98,7.13,5.29,2.53,4.37,3.56,2.18,15.845679,9.796296,21.179012,2.060222,4.007937,45.909891
US_SC_45043,2022-04-09,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15833,224,0,34031,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,15,3,70,-1,1,1.94,6.44,6.68,5.83,14.09,1.82,6.56,7.53,1.94,3.16,2.43,7.78,4.25,3.65,,,2.43,4.13,,9.48,3.28,3.04,4.01,3.04,4.25,2.79,8.62,4.86,1.94,2.31,3.65,3.89,,2.92,3.65,6.07,5.1,4.5,3.04,3.77,8.87,,20.53,6.92,3.16,8.38,,3.77,3.65,3.65,3.04,,4.5,38.88,1.82,1.94,,,2.43,,4.37,5.34,,2.43,2.92,3.04,4.86,4.13,5.95,3.16,3.28,2.43,2.06,11.888889,8.405556,17.011111,0.0,0.246032,45.547721
US_SC_45043,2022-04-10,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15833,224,0,34031,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,30,7,98,1,1,1.79,5.26,8.13,4.78,15.29,2.63,7.41,4.78,1.79,3.23,,6.09,4.3,1.91,2.63,2.39,2.27,2.51,,11.11,4.3,4.42,2.51,3.46,4.06,4.54,8.37,5.26,1.67,1.79,4.42,5.5,3.35,2.03,6.45,4.66,2.75,3.35,2.03,3.94,7.41,,17.92,6.93,2.87,9.56,,3.82,4.78,3.11,3.46,2.39,5.38,39.79,,2.75,1.67,2.39,3.35,1.91,5.02,6.69,,2.75,2.27,3.7,6.57,5.14,5.74,2.51,3.35,2.39,2.39,10.261111,2.511111,19.761111,0.0,0.150794,50.314664
US_SC_45043,2022-04-11,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15833,224,0,34031,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,26,6,,-6,1,2.58,5.59,7.53,3.76,16.99,1.94,9.89,7.42,2.69,3.23,,7.53,2.79,1.83,4.52,2.04,2.69,2.37,2.47,12.69,6.02,6.45,3.44,2.04,4.62,2.47,11.5,5.59,3.33,2.69,6.02,4.52,3.12,2.9,4.62,4.95,2.79,5.27,2.47,3.65,12.58,3.23,23.44,6.67,2.9,7.63,1.72,3.76,4.62,5.7,,1.83,6.34,44.83,1.5,2.9,,2.79,2.26,2.9,5.05,7.74,,2.04,2.04,2.15,8.71,5.91,7.1,3.98,5.16,3.12,1.5,15.505556,7.427778,24.094444,0.0,7.944444,61.873535
US_SC_45043,2022-04-12,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,6,0,15839,224,1,34032,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,26,-1,,-10,1,1.61,5.37,8.27,4.29,13.53,3.44,7.51,5.8,2.15,3.22,2.25,7.73,4.83,2.47,6.33,1.82,3.22,3.76,2.15,10.2,5.15,6.23,3.97,3.65,4.62,3.97,11.81,5.26,,3.33,4.72,5.15,5.05,,4.83,3.97,2.9,3.97,4.51,3.11,10.95,2.04,23.83,7.62,3.54,10.2,1.93,4.51,6.66,4.4,2.36,1.93,5.47,41.01,1.82,1.93,1.61,2.04,2.9,2.25,4.83,8.8,1.82,2.15,1.93,4.29,8.27,5.15,5.58,4.4,3.87,3.87,1.82,20.077778,14.566667,25.95,0.0,13.104167,64.145376
US_SC_45043,2022-04-13,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15839,224,0,34032,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,30,5,,-3,1,2.04,4.93,8.68,5.04,19.19,2.47,8.04,7.72,2.89,3.75,2.04,8.36,3.11,2.14,4.29,,2.57,1.82,,9.86,3.32,4.82,4.61,2.79,4.29,2.57,11.69,5.15,2.47,2.47,4.82,6.0,2.89,2.25,4.72,4.18,2.47,2.14,4.39,2.14,10.29,3.22,23.16,9.43,,10.61,2.36,3.86,3.97,4.39,1.82,1.72,5.68,45.35,,3.54,,2.79,2.47,2.04,5.79,9.97,2.79,1.5,3.0,2.89,7.4,6.22,5.15,2.36,3.22,3.22,1.93,20.35,15.483333,25.572222,0.0,15.972222,75.691024
US_SC_45043,2022-04-14,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15839,224,0,34032,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,28,2,,-6,0,,5.46,9.85,5.14,17.02,4.49,7.49,7.38,2.78,3.75,2.14,6.31,4.82,1.82,4.28,1.5,,3.53,2.14,9.1,3.64,5.14,3.32,1.82,5.03,1.5,9.95,4.92,2.25,2.35,3.96,4.6,4.39,1.93,4.07,6.21,2.25,2.67,2.35,4.07,10.7,2.57,23.97,7.06,3.75,10.38,,4.6,5.78,4.39,2.67,2.78,5.14,42.59,1.93,2.57,1.71,1.5,2.89,3.0,4.6,9.1,1.6,2.03,3.42,5.35,6.85,5.78,5.03,2.78,4.17,3.42,,21.266667,17.333333,25.383333,0.0,17.888889,80.685901
US_SC_45043,2022-04-15,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15839,224,0,34032,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,26,6,110,-24,3,2.66,5.21,7.65,5.43,15.08,2.99,7.43,8.09,2.44,3.99,,6.65,3.44,1.77,4.88,2.33,2.33,2.22,1.89,8.76,3.99,5.54,2.0,2.99,3.33,3.33,9.64,4.77,1.55,2.66,3.21,4.1,3.21,2.11,4.88,5.99,4.77,3.1,2.44,2.44,9.31,,20.95,6.1,2.55,10.86,1.55,2.99,3.44,3.1,2.55,2.33,4.66,36.36,,,2.0,2.44,3.33,,4.99,8.98,2.0,1.77,2.11,3.21,7.98,5.1,6.87,,3.88,2.55,1.89,19.722222,16.172222,22.811111,0.0,10.375,55.020199
US_SC_45043,2022-04-16,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15839,224,0,34032,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,22,12,62,-6,2,2.57,4.47,5.93,5.26,13.76,1.68,5.37,7.5,1.9,2.57,1.79,4.47,4.47,2.35,2.13,2.01,2.91,2.69,1.57,11.97,4.25,6.71,3.02,4.36,3.47,2.46,8.95,4.03,2.91,2.13,3.47,4.36,4.92,1.57,4.14,4.92,2.24,4.81,1.79,3.25,7.05,,23.61,6.71,3.47,8.73,1.9,2.24,3.8,4.36,1.57,2.01,6.38,37.03,,2.69,,,2.01,2.91,5.93,6.27,1.9,,2.69,3.36,8.39,4.36,3.02,2.57,4.14,4.03,,17.327778,13.233333,22.5,0.254,14.333333,84.173897
US_SC_45043,2022-04-17,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15839,224,1,34033,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,0,-6,,-14,1,3.39,6.3,7.03,6.18,15.03,2.79,5.94,5.7,,2.3,,4.6,3.39,3.27,1.7,1.94,2.42,1.94,2.3,8.72,4.12,7.88,4.0,2.54,4.6,3.88,8.36,4.85,2.67,1.82,3.51,4.36,4.24,2.3,4.85,5.94,3.15,5.33,2.06,3.51,7.88,2.54,18.78,6.91,3.27,11.27,2.54,2.3,4.24,4.6,,2.67,4.48,42.29,,2.42,2.42,,,,4.24,8.85,3.03,,2.18,2.18,7.75,4.12,4.73,3.15,3.63,3.76,,20.266667,16.044444,25.188889,2.906889,17.375,83.794811
US_SC_45043,2022-04-18,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15839,224,1,34034,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,4,-11,26,-21,7,2.51,6.76,6.87,7.19,17.0,2.62,7.3,7.74,3.27,2.83,,7.19,4.03,1.85,3.81,,2.94,3.49,1.96,10.79,4.79,5.99,1.53,3.81,4.69,3.49,13.19,5.88,2.4,5.01,3.49,5.12,3.71,2.51,6.76,4.9,2.4,3.27,3.16,4.47,10.9,,28.33,6.32,3.16,9.48,1.96,3.05,5.34,3.49,1.53,2.94,7.52,48.38,,2.51,1.53,,2.07,3.27,3.92,7.3,2.83,2.4,3.38,4.47,6.97,7.19,6.65,3.49,3.27,4.03,3.27,16.766667,12.722222,21.488889,2.54,14.784722,89.589276
US_SC_45043,2022-04-19,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,8,1,15847,225,0,34034,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,21,-7,,-19,4,2.5,5.35,6.26,5.35,17.52,4.21,6.03,6.94,2.84,2.84,2.05,6.6,4.66,2.96,5.0,2.96,1.71,3.41,,12.63,3.75,7.28,4.55,4.44,3.75,3.3,12.97,4.44,2.39,3.07,3.75,4.55,4.66,2.27,5.57,5.12,5.23,3.75,3.87,3.19,11.6,1.59,22.52,8.64,3.75,11.15,2.39,2.96,2.62,3.64,2.96,3.19,7.51,47.55,,1.93,,,2.39,3.07,6.03,8.99,2.05,,3.64,5.35,6.94,8.3,5.46,2.96,3.53,3.19,3.07,12.622222,7.35,18.427778,6.3754,4.972222,60.124825
US_SC_45043,2022-04-20,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15847,225,1,34035,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,23,0,,-13,3,1.97,5.68,6.72,5.33,16.46,2.32,7.77,5.45,4.06,3.01,2.55,6.95,3.25,,4.29,2.67,,4.06,1.97,11.82,5.56,7.65,3.25,3.13,4.29,2.2,12.17,4.64,1.97,5.22,5.91,4.52,2.43,2.43,5.91,6.49,2.9,2.9,1.97,3.48,11.36,2.32,23.99,7.65,4.17,8.46,2.43,3.71,5.91,4.52,1.74,3.71,6.84,43.7,,2.2,,1.97,1.97,3.71,5.33,7.65,,,2.67,4.87,6.49,5.91,5.1,2.32,3.13,2.32,1.97,11.972222,5.938889,18.294444,0.0,4.152778,60.300587
US_SC_45043,2022-04-21,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15847,225,0,34035,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,21,-3,,-15,1,1.89,4.6,8.38,5.07,14.27,2.6,5.78,6.84,2.48,1.65,1.65,7.67,3.42,2.24,4.48,1.77,2.48,2.95,,9.79,4.25,4.48,3.77,4.6,3.66,2.0,12.5,6.02,1.77,,4.25,5.19,3.42,3.07,4.95,5.07,2.95,3.77,2.71,4.84,13.21,2.6,22.06,6.84,3.77,8.61,1.65,5.43,4.36,3.19,3.54,3.07,5.9,43.52,,2.0,,,2.48,3.3,4.95,10.14,1.89,3.07,1.89,3.89,6.25,5.78,6.02,2.24,2.24,2.48,1.89,15.5,8.622222,22.772222,0.0,8.9375,65.758313
US_SC_45043,2022-04-22,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15847,225,2,34037,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,21,0,,-13,1,2.14,5.0,7.39,5.6,13.34,3.57,5.96,4.41,2.5,4.88,,6.08,5.48,2.5,2.62,1.91,2.62,3.69,,11.79,4.53,6.91,3.81,4.53,4.76,3.57,12.75,4.76,3.34,2.5,3.69,4.17,2.5,2.86,5.0,4.05,3.46,4.17,1.67,1.91,10.01,1.79,20.01,4.76,4.17,7.62,,2.74,5.96,5.6,2.86,1.91,3.93,36.57,,3.46,2.14,,3.81,2.02,5.24,8.82,,,3.1,5.12,6.31,6.43,6.43,2.5,2.5,3.46,1.91,17.45,10.116667,24.516667,0.0,12.402778,73.129259
US_SC_45043,2022-04-23,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15847,225,1,34038,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,19,4,,-4,-1,2.74,4.43,6.13,6.78,17.35,2.09,6.13,7.83,,4.04,2.48,8.35,3.26,2.74,2.87,1.83,2.87,1.83,,7.04,5.22,6.52,3.0,3.13,2.61,,10.44,5.61,1.96,2.35,2.87,3.78,,3.26,6.52,5.48,3.52,3.26,,3.52,7.96,2.09,18.26,6.26,4.57,11.22,3.26,3.65,4.3,4.43,2.74,2.35,5.35,43.7,,3.26,2.48,1.83,2.35,2.35,3.26,8.35,,2.35,,2.48,7.43,5.35,4.83,2.48,2.74,2.48,2.09,18.688889,12.466667,24.733333,0.0,14.666667,78.524618
US_SC_45043,2022-04-24,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15847,225,1,34039,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,33,9,,-1,-1,2.54,5.7,6.59,6.08,16.99,2.28,6.46,8.87,2.15,2.79,,6.46,3.3,2.66,2.92,,3.04,2.66,,10.78,4.18,4.82,2.15,3.55,4.56,3.55,9.89,4.94,,2.92,3.8,4.56,3.42,,4.06,6.34,1.9,3.04,2.15,2.28,8.37,,22.06,7.35,3.68,11.15,,2.79,4.18,3.42,1.77,2.66,4.44,44.75,,,2.28,2.54,3.17,3.8,4.31,9.89,,2.79,,3.42,7.61,5.58,3.8,2.79,3.68,3.55,3.55,19.705556,13.761111,25.4,0.0,15.173611,75.899567
US_SC_45043,2022-04-25,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15847,225,0,34039,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,22,6,,-6,2,2.15,5.19,7.45,5.87,15.58,3.95,6.66,6.21,3.61,2.94,3.39,5.3,4.63,2.48,2.6,1.58,2.03,2.26,,9.71,4.06,4.97,3.27,4.74,4.06,3.16,12.19,6.09,2.15,3.95,4.29,3.95,3.05,,3.61,5.08,2.6,4.18,2.37,4.51,9.37,1.58,28.56,6.88,4.06,11.4,2.37,3.5,3.5,4.06,2.6,2.26,5.98,49.55,,2.15,2.37,2.03,2.37,1.81,3.95,9.03,2.37,3.5,1.69,4.97,8.46,6.21,5.98,1.69,2.03,3.05,2.6,20.511111,13.927778,26.494444,0.0,15.534722,73.740411
US_SC_45043,2022-04-26,ChIJe4TinDsoAIkRTg5TEkAlSpM,Q505980,geoId/45043,US,United States of America,SC,South Carolina,45043,Georgetown County,US,USA,2,0,0,15847,225,0,34039,61826,29318,32508,5911,6911,6021,5737,6661,8638,10954,7874,3119,2532508,33.41,-79.3,2681,76.264286,15,-3,,-9,2,2.22,5.33,7.88,5.99,15.32,3.77,8.66,5.55,2.22,4.22,1.89,6.33,4.88,3.44,3.55,2.89,2.77,3.44,1.78,9.66,5.66,6.11,4.55,2.77,3.44,3.0,10.44,5.55,2.77,2.77,4.66,6.33,4.22,3.33,5.0,5.33,2.11,5.88,2.22,2.66,9.77,2.55,22.65,6.99,3.22,10.66,,3.88,5.88,5.99,5.33,2.22,7.99,43.63,,2.11,2.66,2.77,2.11,1.67,5.99,9.32,,1.55,,5.11,8.21,5.22,6.55,3.33,3.22,2.77,3.66,21.461111,15.972222,27.833333,2.54,17.527778,78.433426
